source_type,sample_id,light_source_name,plot_ms,gaussian_parse_tddft_ms,gaussian_broadening_ms,gaussian_light_source_ms,gaussian_integrals_ms,gaussian_total_sample_ms,lorentzian_parse_tddft_ms,lorentzian_broadening_ms,lorentzian_light_source_ms,lorentzian_integrals_ms,lorentzian_total_sample_ms,total_pair_ms,total_with_plot_ms
experimental,Coumarin_6,LEDB4,1422.2853000028408,36.946200001693796,0.0,0.005000001692678779,0.10520000068936497,37.23870000249008,36.946200001693796,0.0,0.0032999960239976645,0.10000000474974513,37.78060000331607,75.01930000580614,1497.304600008647
experimental,Coumarin_6,LEDB2,1379.047200003697,36.946200001693796,0.0,0.0036999990697950125,0.09590000263415277,37.34380000241799,36.946200001693796,0.0,0.0029000002541579306,0.16999999934341758,37.95689999969909,75.30070000211708,1454.3479000058142
experimental,Coumarin_6,LEDB3,1402.8832999974838,36.946200001693796,0.0,0.0035999983083456755,0.10409999958937988,37.45619999972405,36.946200001693796,0.0,0.005500005499925464,0.1021999996737577,38.07010000309674,75.52630000282079,1478.4096000003046
experimental,Coumarin_6,CIEFL10,1461.1644000033266,36.946200001693796,0.0,0.0036000055843032897,0.09170000703306869,37.5551999968593,36.946200001693796,0.0,0.0035000048228539526,0.09649999992689118,38.17410000192467,75.72929999878397,1536.8937000021106
experimental,Coumarin_314,AM15G,1401.9868999967002,27.791699998488184,0.0,0.009800001862458885,0.1618999958736822,27.965100001893006,27.791699998488184,0.0,0.004399997123982757,0.11380000069038942,28.530800002044998,56.495900003938004,1458.4828000006382
experimental,Coumarin_314,LEDB4,1451.692800001183,27.791699998488184,0.0,0.005800000508315861,0.10450000263517722,28.08750000258442,27.791699998488184,0.0,0.0033000032999552786,0.10299999848939478,28.640800002904143,56.72830000548856,1508.4211000066716
experimental,Coumarin_314,LEDB2,1439.7547999978997,27.791699998488184,0.0,0.0034999975468963385,0.10290000500390306,28.19889999955194,27.791699998488184,0.0,0.0034999975468963385,0.09770000178832561,28.746800002409145,56.945700001961086,1496.7004999998608
experimental,Coumarin_314,LEDB3,1371.4840999964508,27.791699998488184,0.0,0.0031000017770566046,0.10080000356538221,28.306800006248523,27.791699998488184,0.0,0.0030000010156072676,0.09289999434258789,28.846000001067296,57.15280000731582,1428.6369000037666
experimental,Coumarin_314,CIEFL10,1426.6328000012436,27.791699998488184,0.0,0.0031000017770566046,0.09539999882690609,28.40880000439938,27.791699998488184,0.0,0.0033999967854470015,0.11610000365180895,28.968700004043058,57.37750000844244,1484.010300009686
experimental,Fluorescein,AM15G,1437.223200002336,29.139499994926155,0.0,0.01309999788645655,0.18009999621426687,29.334799997741356,29.139499994926155,0.0,0.005000001692678779,0.1038999980664812,29.932899997220375,59.26769999496173,1496.4908999972977
experimental,Fluorescein,LEDB4,1599.7838999974192,29.139499994926155,0.0,0.005999994755256921,0.10869999823626131,29.463599996233825,29.139499994926155,0.0,0.0035000048228539526,0.10949999705189839,30.04969999892637,59.513299995160196,1659.2971999925794
experimental,Fluorescein,LEDB2,1477.1736999973655,29.139499994926155,0.0,0.0043000036384910345,0.1021999996737577,29.57590000005439,29.139499994926155,0.0,0.0032000025385059416,0.3369999976712279,30.39419999549864,59.97009999555303,1537.1437999929185
